"Artist","Title","Rank","Playcount"
"The Ting Tings","Wrong Club","1217","1"
"Old Crow Medicine Show","O Cumberland River","1218","1"
"Porter Robinson","Sad Machine","1219","1"
"Ellen Harper","Learn It All Again Tomorrow","1220","1"
"Digitalism feat. Youngblood Hawke","Wolves","1221","1"
"Lana Del Rey","Shades of Cool","1222","1"
"Cazzette","Sleepless - Radio Edit","1223","1"
"Lady Antebellum","Bartender","1224","1"
"Banks","Beggin for Thread","1225","1"
"Arkells","Come To Light","1226","1"
"Sam Smith","Restart","1227","1"
"Imagine Dragons","Battle Cry","1228","1"
"Jason Mraz","Love Someone","1229","1"
"Panama Wedding","Feels Like Summer","1230","1"
"deadmau5","Seeya","1231","1"
"Angus & Julia Stone","Grizzly Bear","1232","1"
"Miranda Lambert","Gravity Is a B**ch","1233","1"
"Tennis","I'm Callin'","1234","1"
"Little Big Town","Day Drinking","1235","1"
"Jeff Beal","Next In Line","1236","1"
"Jeff Beal","What I Want","1237","1"
"Jeff Beal","Articles Of Impeachment","1238","1"
"Jeff Beal","Mr. President","1239","1"
"Train","Angel In Blue Jeans","1240","1"
"Owl City","Wolf Bite","1241","1"
"Owl City","This Isn't the End","1242","1"
"Alex Clare","Take You Back","1243","1"
"Ryan Adams","Gimme Something Good","1244","1"
"Ben Howard","Rivers in Your Mouth","1245","1"
"Bleachers","Wild Heart","1246","1"
"Jamie xx","All Under One Roof Raving","1247","1"
"Cold War Kids","All This Could Be Yours","1248","1"
"Keira Knightley","Like A Fool","1249","1"
"Adam Levine","Lost Stars","1250","1"
"The Naked and Famous","Hearts Like Ours - Sombear Remix","1251","1"
"Trip to Dover","Lifelong Lovesong","1252","1"
"Tweedy","Wait For Love","1253","1"
"Alex Mine","Breath In - Original Mix","1254","1"
"Florida Georgia Line","Dirt","1255","1"
"Marc Broussard","Man Ain't Supposed To Cry","1256","1"
"Justin Townes Earle","White Gardenias","1257","1"
"American Authors","Believer - Tiesto Remix","1258","1"
"Jessie J","Bang Bang","1259","1"
"Shakey Graves","Dearly Departed (feat. Esme Patterson)","1260","1"
"Catfish and The Bottlemen","Cocoon","1261","1"
"Bastille","Icarus - Live From Queens' College,United Kingdom/2013","1262","1"
"Great Good Fine OK","By My Side","1263","1"
"Ella Eyre","Comeback","1264","1"
"Marlon Roudette","In Luck","1265","1"
"Fall Out Boy","Beat It - Live At The Cricket Pavillion /2007","1266","1"
"Bastille","bad_news","1267","1"
"Stars","No One Is Lost","1268","1"
"The New Basement Tapes","Kansas City","1269","1"
"Meghan Trainor","Dear Future Husband","1270","1"
"Train","Wonder What You're Doing for the Rest of Your Life","1271","1"
"Bear's Den","Above the Clouds of Pompeii","1272","1"
"Ben Howard","Evergreen","1273","1"
"Diana Krall","California Dreamin'","1274","1"
"Sam Smith","I'm Not the Only One - Radio Edit","1275","1"
"Nick Jonas","Jealous","1276","1"
"Hozier","Take Me to Church - Live From Spotify London","1277","1"
"A Hope for the Future","Loaded Gun","1278","1"
"New Politics","Everywhere I Go (Kings and Queens)","1279","1"
"Scott Bradlee & Postmodern Jukebox","All About That Bass","1280","1"
"Bastille","Pompeii - Live With Film Orchestra","1281","1"
"Bastille","Oblivion - Slinger Remix","1282","1"
"Bastille","bad_news - Instrumental","1283","1"
"Verite","Echo","1284","1"
"Bear's Den","Think Of England","1285","1"
"Bear's Den","Magdalene","1286","1"
"Franky Perez","Stay","1287","1"
"Walk the Moon","Different Colors","1288","1"
"LA+CH","Nights","1289","1"
"Dreamers","Waste My Night","1290","1"
"Osca","Around The Bends","1291","1"
"Owl City","You're Not Alone","1292","1"
"Marian Hill","Got It","1293","1"
"Paperwhite","Pieces","1294","1"
"Secondhand Serenade","Nothing Left To Say","1295","1"
"Fifth Harmony","Sledgehammer","1296","1"
"Imagine Dragons","I Bet My Life","1297","1"
"Milo Greene","On The Fence","1298","1"
"Ella Henderson","Say Something (Originally By A Great Big World & Christina Aguilera)","1299","1"
"Ed Sheeran","Stay With Me (Originally by Sam Smith)","1300","1"
"Belle and Sebastian","The Party Line","1301","1"
"Bridge","Roll My Weed","1302","1"
"The Lone Bellow","Fake Roses","1303","1"
"Nicki Minaj","Bed of Lies (feat. Skylar Grey)","1304","1"
"Pitbull","Time of Our Lives","1305","1"
"Ariana Grande","Santa Tell Me","1306","1"
"Meghan Trainor","I'll Be Home","1307","1"
"Straight No Chaser","Text Me Merry Christmas (feat. Kristen Bell)","1308","1"
"Echosmith","Cool Kids - RAC Mix","1309","1"
"P.O.D.","Alive - 2006 Remastered Version","1310","1"
"Ellie Goulding","Love Me Like You Do - From ""Fifty Shades of Grey""","1311","1"
"Kelly Clarkson","Heartbeat Song","1312","1"
