"Artist","Title","Rank","Playcount"
"Katy Perry","I Kissed a Girl","1230","8"
"Rihanna","Disturbia","1231","8"
"Jason Mraz","Mudhouse / Gypsy MC (Live from Amsterdam) [Bonus Track]","1232","8"
"Jason Mraz","Life Is Wonderful (Live from Amsterdam) [Bonus Track]","1233","8"
"Florence + the Machine","Between Two Lungs","1234","8"
"Daniel Merriweather","Red","1235","8"
"The Dykeenies","traps","1236","8"
"Fall Out Boy","What a Catch, Donnie","1237","8"
"Lily Allen","Chinese","1238","8"
"Lily Allen","Him","1239","8"
"Blue October","Been Down","1240","8"
"The Dykeenies","Awake","1241","8"
"Florence + the Machine","Hurricane Drunk","1242","8"
"Freelance Whales","Hannah","1243","8"
"Stacy Clark","All Time Low","1244","8"
"Owl City","Dental Care","1245","8"
"Train","Hey, Soul Sister","1246","8"
"Miley Cyrus","Party in the U.S.A.","1247","8"
"Avril Lavigne","The Scientist - Live from BBC Radio 1's Live Lounge","1248","8"
"Robyn","Dancing on My Own","1249","8"
"Infant Sorrow","Little Bird","1250","8"
"Infant Sorrow","Searching For A Father","1251","8"
"Wideboys","In The V.I.P - Radio Edit","1252","8"
"Gotye","Eyes Wide Open","1253","8"
"Panic! at the Disco","The Ballad of Mona Lisa","1254","8"
"The Wanted","Glad You Came","1255","8"
"Vybz Kartel","Half On A Baby","1256","8"
"Imagine Dragons","Radioactive","1257","8"
"Mystery Jets","Someone Purer","1258","8"
"Young Wonder","To You","1259","8"
"Rudimental","Feel the Love - feat. John Newman","1260","8"
"Maroon 5","Love Somebody","1261","8"
"Maroon 5","Ladykiller","1262","8"
"N.W.A","Findum, Fuckum And Flee - Feat. Eazy-E","1263","8"
"Peter Peter","Carrousel","1264","8"
"Sir Sly","Found You Out","1265","8"
"Bear's Den","Agape","1266","8"
"Stromae","Tous les memes","1267","8"
"Fall Out Boy","The Phoenix","1268","8"
"Hozier","Take Me to Church","1269","8"
"Mayday Parade","Girls","1270","8"
"Ceo","Whorehouse","1271","8"
"Paloma Faith","Only Love Can Hurt Like This","1272","8"
"Rod Melancon","Curve Lounge","1273","8"
"Sir Sly","Inferno","1274","8"
"Sir Sly","You Haunt Me","1275","8"
"Sir Sly","Nowhere / Bloodlines Pt. I","1276","8"
"Sir Sly","Floods","1277","8"
"Queen","Stone Cold Crazy","1278","7"
"Linkin Park","In the End","1279","7"
"Portishead","Roads","1280","7"
"The Streets","Let's Push Things Forward","1281","7"
"Queen","Radio Ga Ga","1282","7"
"Tori Amos","A Sorta Fairytale","1283","7"
"Jimmy Eat World","Sweetness","1284","7"
"Duran Duran","Ordinary World","1285","7"
"Soul Coughing","Super Bon Bon","1286","7"
"TLC","Don't Pull Out on Me Yet","1287","7"
"Madonna","Like a Prayer","1288","7"
"Ani DiFranco","Fire Door","1289","7"
"Tori Amos","Tear in Your Hand","1290","7"
"Fear Of Pop","In Love","1291","7"
"Dave Matthews Band","Raven","1292","7"
"TLC","Damaged","1293","7"
"Poison","Cry Tough","1294","7"
"Garth Brooks","That Summer","1295","7"
"Nikka Costa","Push And Pull","1296","7"
"Garth Brooks","Mr. Right","1297","7"
"Garth Brooks","Every Now and Then","1298","7"
"Garth Brooks","Walking After Midnight","1299","7"
"Garth Brooks","Learning to Live Again","1300","7"
"Garth Brooks","Face to Face","1301","7"
"Tori Amos","Jackie's Strength","1302","7"
"Dynamite Boy","I Want It That Way","1303","7"
"TLC","Turntable","1304","7"
"Ani DiFranco","School Night","1305","7"
"TLC","Girl Talk","1306","7"
"Ani DiFranco","Letter To A John","1307","7"
"Jason Mraz","I'll Do Anything","1308","7"
"George Strait","All My Ex's Live In Texas","1309","7"
"2 Live Crew","Me So Horny (Nasty Version)","1310","7"
"TLC","Sumthin' Wicked This Way Comes","1311","7"
"TLC","3D (Intro)","1312","7"
"TLC","So So Dumb","1313","7"
"Astrud Gilberto","Who Needs Forever","1314","7"
"Frankie J","Don't Wanna Try","1315","7"
"Britney Spears","I'm A Slave 4 You","1316","7"
"Amy Winehouse","(There Is) No Greater Love","1317","7"
"TLC","In Your Arms Tonight","1318","7"
"*NSYNC","Pop","1319","7"
"Jamie Cullum","Frontin'","1320","7"
"Garth Brooks","Night Rider's Lament","1321","7"
"Phoenix","Everything Is Everything","1322","7"
"TLC","Quickie","1323","7"
"TLC","Good Love","1324","7"
"TLC","Dirty Dirty","1325","7"
"New Found Glory","All Downhill from Here","1326","7"
"TLC","Over Me","1327","7"
"DJ Mystik","Time to Say Goodbye","1328","7"
"Poloroid","So Damn Beautiful","1329","7"
"Celine Dion","Refuse to Dance","1330","7"
"Amy Winehouse","What Is It About Men","1331","7"
"Amos Lee","All My Friends","1332","7"
"Amos Lee","Black River","1333","7"
"Hot Chip","Take Care","1334","7"
"Hootie & The Blowfish","Goodbye Girl","1335","7"
"Hot Chip","Baby Said","1336","7"
"Rachael Yamagata","Moments with Oliver","1337","7"
"The Killers","Smile Like You Mean It (Acoustic)","1338","7"
"Esthero","Final Home","1339","7"
"The Killers","Desperate","1340","7"
"Randy Travis","It's Just a Matter of Time (country single mix)","1341","7"
"The Decemberists","The Infanta","1342","7"
"Kings of Leon","Slow Night, So Long","1343","7"
"Eminem","Ass Like That (Produced By Dr. Dre & Mike Elizondo)","1344","7"
"Hot IQs","Wendy","1345","7"
"Athlete","Wires","1346","7"
"Esthero","A Better Life","1347","7"
"The Decemberists","Eli, the Barrow Boy","1348","7"
"Amos Lee","Lies of a Lonely Friend","1349","7"
"The Killers","Ruby, Don't Take Your Love to Town","1350","7"
"Nostalgia 77","You And Me","1351","7"
"Blue October","Kangaroo Cry","1352","7"
"Nostalgia 77","The Garden","1353","7"
"Birdy Nam Nam","Engineer Fear","1354","7"
"Fall Out Boy","I Slept With Someone in Fall Out Boy and All I Got Was This Stupid Song Written About Me","1355","7"
"Royksopp","Dead to the World","1356","7"
"Nizlopi","Find Me","1357","7"
"Clap Your Hands Say Yeah","Is This Love?","1358","7"
"Boy Kill Boy","Civil Sin","1359","7"
"N.W.A","1-900-2-Compton","1360","7"
"Panic! at the Disco","The Only Difference Between Martyrdom and Suicide Is Press Coverage","1361","7"
"Red Hot Chili Peppers","Readymade","1362","7"
"Red Hot Chili Peppers","Tell Me Baby","1363","7"
"Keating","Distraction Is A Gift","1364","7"
"Joe Purdy","Only Four Seasons","1365","7"
"Arctic Monkeys","The View from the Afternoon","1366","7"
"Little Man Tate","Sexy In Latin","1367","7"
"Buzzcocks","Reconciliation","1368","7"
"Thievery Corporation feat. Sister Nancy","Originality","1369","7"
"Mat Kearney","Crashing Down","1370","7"
"Justin Nozuka","After Tonight","1371","7"
"Air Traffic","Shooting Star","1372","7"
"The Wombats","Patricia The Stripper","1373","7"
"Scary Kids Scaring Kids","Losing My Religion (R.E.M.)","1374","7"
"Ray LaMontagne","Barfly","1375","7"
"The Black Ghosts","Full Moon","1376","7"
"Amos Lee","Southern Girl","1377","7"
"Amos Lee","The Wind","1378","7"
"Joe Purdy","Balcony/Green Eyes","1379","7"
"Stevie Nicks","Has Anyone Ever Written  Anything for You","1380","7"
"Metro Station","Seventeen Forever","1381","7"
"JoJo","Exceptional","1382","7"
"Glasvegas","Go Square Go","1383","7"
"Guitars & Gangsters","Kt Tunstall - Get Your Freak On","1384","7"
"Guitars & Gangsters","Dynamite Hack - Boys In The Hood","1385","7"
"Kings of Leon","Fans","1386","7"
"Kate Nash","Foundations","1387","7"
"Garth Brooks","Somewher other than the night","1388","7"
"Get Him Eat Him","2x2","1389","7"
"Glasvegas","Daddy's Gone","1390","7"
"Manic Street Preachers","Your Love Alone Is Not Enough","1391","7"
"Kristofer Astrom","Just A Little Insane","1392","7"
"Moke","Here Comes The Summer","1393","7"
"Mark Ronson","Stop Me (ft Daniel Merriweather)","1394","7"
"Caravan Palace","Jolie Coquine","1395","7"
"Lorene Drive","Hey Ya!","1396","7"
"Caravan Palace","Suzy","1397","7"
"Jordin Sparks","Tattoo","1398","7"
"Britney Spears","Break the Ice","1399","7"
"Lily Allen","The Fear","1400","7"
"Wiz Khalifa","Say Yeah","1401","7"
"Morgan Page","Fade Away","1402","7"
"Morgan Page","One Day (feat. Camila Grey)","1403","7"
"Stead","Another Me","1404","7"
"Morgan Page","Nervous In The Light Of Dawn","1405","7"
"Lily Allen","Everyone's at It","1406","7"
"Kings of Leon","Use Somebody","1407","7"
"Blue October","My Never","1408","7"
"Fall Out Boy","I Don't Care","1409","7"
"Caravan Palace","Lazy Place","1410","7"
"Fall Out Boy","America's Suitehearts","1411","7"
"The Script","Lose Yourself (Originally by Eminem)","1412","7"
"Sam Sparro","American Boy (Cover Version)","1413","7"
"Lily Allen","He Wasn't There","1414","7"
"Marina & the Diamonds","I Am Not a Robot","1415","7"
"Two Door Cinema Club","What You Know","1416","7"
"Florence + the Machine","Blinding","1417","7"
"Gossip","Heavy Cross","1418","7"
"The King Blues","Bonkers","1419","7"
"Freelance Whales","Broken Horse","1420","7"
"Stead","Giuggiulena","1421","7"
"Morgan Page","I've Had Friends","1422","7"
"Jamie T","If I Were A Boy","1423","7"
"Paolo Nutini","Rewind - US Album Version","1424","7"
"Get Cape. Wear Cape. Fly","Collapsing Cities","1425","7"
"Karima Francis","The Remedy","1426","7"
"PVT","La Mer","1427","7"
"PVT","Kirsten Dunst","1428","7"
"Selah Sue","Crazy Vibes","1429","7"
"Adele","Don't You Remember","1430","7"
"Adele","Set Fire to the Rain","1431","7"
"Karima Francis","Tonight","1432","7"
"Andrew Combs","Heavy","1433","7"
"MS MR","Bones","1434","7"
"Amy Winehouse","To Know Him Is To Love Him - Live For NapsterLive, London/2006","1435","7"
"Karima Francis","Stay","1436","7"
"Swedish House Mafia","Antidote","1437","7"
"High Contrast","The First Note Is Silent","1438","7"
"The Black Keys","Gold on the Ceiling","1439","7"
"Chiddy Bang","Ray Charles","1440","7"
"Azealia Banks","212 (feat. Lazy Jay)","1441","7"
"Swedish House Mafia","Antidote (knife Party dub)","1442","7"
"Frightened Rabbit","Backyard Skulls","1443","7"
"Greg Bates","Did It For The Girl","1444","7"
"Far East Movement","Turn Up the Love","1445","7"
"Maroon 5","Fortune Teller","1446","7"
"Maroon 5","Sad","1447","7"
"Tame Impala","Feels Like We Only Go Backwards","1448","7"
"Barber, Matthew","Sleep Please Come to Me","1449","7"
"Karima Francis","Arrest You","1450","7"
"Sir Sly","Gold","1451","7"
"University of Georgia Noteworthy","Marry Me","1452","7"
"Auden","Pour mieux s'unir","1453","7"
"Sheppard","Geronimo","1454","7"
"Jeff Beal","A Gift From Feng","1455","7"
"Sir Sly","Too Far Gone","1456","7"
"Rage Against the Machine","Bombtrack","1457","6"
"Warren G","Regulate","1458","6"
"Live","Lightning Crashes","1459","6"
"Queen","I Want It All","1460","6"
"Queen","I'm Going Slightly Mad","1461","6"
"Tori Amos","Silent All These Years","1462","6"
"Tori Amos","Precious Things","1463","6"
"Tori Amos","Cornflake Girl","1464","6"
"Bush","Glycerine","1465","6"
"Tori Amos","Another Girl's Paradise","1466","6"
"Tori Amos","Your Cloud","1467","6"
"Eminem","Sing for the Moment","1468","6"
"Poison","I Won't Forget You","1469","6"
"Poison","Life Goes On","1470","6"
"Madonna","Vogue","1471","6"
"Dave Matthews Band","Crash into Me","1472","6"
"Dave Matthews Band","Captain","1473","6"
"Tori Amos","Bells for Her","1474","6"
"Duran Duran","Come Undone","1475","6"
"Tori Amos","Crazy","1476","6"
"Ben Harper","Diamonds On the Inside","1477","6"
"Ani DiFranco","Subdivision","1478","6"
"Shawn Colvin","Polaroids","1479","6"
"Dave Matthews Band","Bartender","1480","6"
"Michael Andrews","Mad World","1481","6"
"Ani DiFranco","Your Next Bold Move","1482","6"
"Soul Coughing","Rolling","1483","6"
"Madonna","Cherish","1484","6"
"Fleetwood Mac","Dreams","1485","6"
"Ani DiFranco","Untouchable Face","1486","6"
"George Strait","The Chair","1487","6"
"Tori Amos","Strange","1488","6"
"Frou Frou","Let Go","1489","6"
"Esthero","Breath From Another","1490","6"
"Queen","Tie Your Mother Down","1491","6"
"Oasis","Songbird","1492","6"
"Poison","Something To Believe In","1493","6"
"Fabolous","Keepin It Gangsta","1494","6"
"Fisher","I Will Love You","1495","6"
"Toad The Wet Sprocket","Something's Always Wrong","1496","6"
"Poison","Your Mama Don't Dance","1497","6"
"Bone Thugs-N-Harmony","Thuggish Ruggish Bone","1498","6"
"2 Live Crew","One And One","1499","6"
"N2DEEP","Back to the Hotel","1500","6"
"Fisher","Dirty Girl","1501","6"
"Me First and the Gimme Gimmes","I Believe I Can Fly","1502","6"
"Randy Travis","On The Other Hand","1503","6"
"Chingy","One Call Away ft. J/Weav","1504","6"
"Modest Mouse","Float On","1505","6"
"Amy Winehouse","Help Yourself","1506","6"
"The Be Good Tanyas","Light Enough to Travel","1507","6"
"N.W.A","She Swallowed It","1508","6"
"N.W.A","Approach to Danger","1509","6"
"N.W.A","The Dayz of Wayback","1510","6"
"Lostprophets","Cry Me a River","1511","6"
"Casey Stratton","For Reasons Unexplained","1512","6"
"Poison","(Flesh & Blood) Sacrifice","1513","6"
"Hot Chip","Bad Luck","1514","6"
"Reach the Sky","Sometimes (Britney Spears)","1515","6"
"Showoff","Borderline (Madonna)","1516","6"
"Nicotine","...Baby One More Time (Britney Spears)","1517","6"
"Hot Chip","Down with Prince","1518","6"
"Randy Travis","I Told You So","1519","6"
"Will Young","Hey Ya","1520","6"
"Celine Dion","Everybody's Talkin' My Baby Down","1521","6"
"Tina Turner","Unfinished Sympathy","1522","6"
"Celine Dion","When I Fall in Love","1523","6"
"Celine Dion","Misled","1524","6"
"Celine Dion","Real Emotion","1525","6"
"Celine Dion","Love Doesn't Ask Why","1526","6"
"Eazy-E","Gimmie That Nutt","1527","6"
"Celine Dion","If You Asked Me To","1528","6"
"Joe Purdy","Lover's Side of Town","1529","6"
"Hot Chip","Crap Kraft Dinner","1530","6"
"Hot Chip","Keep Fallin'","1531","6"
"Hot Chip","The Beach Party","1532","6"
"Hot Chip","Playboy","1533","6"
"Hot Chip","Shining Escalade","1534","6"
"Hot Chip","You Ride, We Ride, In My Ride","1535","6"
"Hot Chip","One On One","1536","6"
"Youth Group","Shadowland","1537","6"
"Rachael Yamagata","I'll Find a Way","1538","6"
"Youth Group","Skeleton Jar","1539","6"
"Nicola Conte","Other Directions","1540","6"
"The Decemberists","The Sporting Life","1541","6"
"Ani DiFranco","Studying Stones","1542","6"
"Ray LaMontagne","Shelter","1543","6"
"Matt Costa","Astair","1544","6"
"Eminem","Just Lose It","1545","6"
"Amy Winehouse","Moody's Mood For Love (Teo Kicks)","1546","6"
"Blue October","Weight Of The World","1547","6"
"Randy Travis","Forever Together","1548","6"
"Randy Travis","Heroes and Friends (long single edit)","1549","6"
"Eminem","Yellow Brick Road (Produced By Eminem)","1550","6"
"Eminem","Just Lose It (Produced By Dr. Dre & Mike Elizondo)","1551","6"
"Mat Kearney","In The Middle","1552","6"
"Mat Kearney","Girl America","1553","6"
"The Killers","Somebody Told Me (Josh Harris Remix)","1554","6"
"Nikka Costa","Heaven Sinner","1555","6"
"Arctic Monkeys","Mardy Bum","1556","6"
"The Killers","Show You How","1557","6"
"Hot IQs","Have Nots Have Knots","1558","6"
"Hot IQs","The Mascot Is Winning","1559","6"
"Arctic Monkeys","I Bet You Look Good on the Dancefloor","1560","6"
"Thievery Corporation","Holographic Universe","1561","6"
"Thievery Corporation","Amerimacka (featuring Notch)","1562","6"
"Mark Chesnutt","Broken Promise Land","1563","6"
"Interpol","Slow Hands","1564","6"
"Voxtrot","Long Haul","1565","6"
"Nostalgia 77","Cheney Lane","1566","6"
"Nostalgia 77","After Ararat","1567","6"
"Birdy Nam Nam","Escape","1568","6"
"Hard-Fi","Tied Up Too Tight","1569","6"
"Isabelle Antena","Nothing To Lose","1570","6"
"Fall Out Boy","Of All the Gin Joints in All the World","1571","6"
"Fall Out Boy","Get Busy Living or Get Busy Dying (Do Your Part to Save the Scene and Stop Going to Shows)","1572","6"
"Fall Out Boy","I've Got a Dark Alley and a Bad Idea That Says You Should Shut Your Mouth (Summer Song)","1573","6"
"Fake ID","All Or Nothing (O-Town)","1574","6"
"Nouvelle Vague","Ever Fallen in Love","1575","6"
"The Early November","Power Of Love (Huey Lewis & The News)","1576","6"
"Ray LaMontagne","Empty","1577","6"
"Clap Your Hands Say Yeah","Gimmie Some Salt","1578","6"
"Death Cab for Cutie","I Will Follow You Into The Dark","1579","6"
"Charlotte Church","Let Me Love You","1580","6"
"Grace","Slowly","1581","6"
"Dixie Chicks","I Hope","1582","6"
"Nizlopi","If You Care About It","1583","6"
"Calexico","Bisbee Blue","1584","6"
"Chris Garneau","Black & Blue","1585","6"
"Travis Matte","Work That Body","1586","6"
"Travis Matte","Zydeco Party","1587","6"
"Evans Blue","Beg","1588","6"
"Hot Chip","Boy From School","1589","6"
"Travis Matte","Sugar Daddy","1590","6"
"Gomez","See the World","1591","6"
"Gomez","How We Operate","1592","6"
"Snow Patrol","Shut Your Eyes","1593","6"
"Thievery Corporation","Revolution Solution (TC Remix)","1594","6"
"Thievery Corporation","Shiva (TC remix)","1595","6"
"Hot Chip","Unlisted Track","1596","6"
"Gomez","Hamoa Beach","1597","6"
"Nizlopi","Yesterday","1598","6"
"Arctic Monkeys","Despair In The Departure Lounge","1599","6"
"Arctic Monkeys","Cigarette Smoker Fiona","1600","6"
"AFI","Miss Murder","1601","6"
"Travis Matte","Shoulda Coulda","1602","6"
"Red Hot Chili Peppers","If","1603","6"
"Dixie Chicks","Lullaby","1604","6"
"Dixie Chicks","So Hard","1605","6"
"Cloud Cult","Chemicals Collide","1606","6"
"Red Hot Chili Peppers","Snow (Hey Oh)","1607","6"
"Joe Purdy","Shy Town Tonight","1608","6"
"Joe Purdy","The Pretenders","1609","6"
"Nelly Furtado","Say It Right","1610","6"
"Travis Matte","Blue Monday","1611","6"
"Hello Stranger","Take it to The Maxx","1612","6"
"Scouting for Girls","She's So Lovely","1613","6"
"Mika","Love Today","1614","6"
"Stevie Ann","One Year of Love","1615","6"
"Leigh Nash","Nervous in the Light of Dawn (Morgan Page Remix)","1616","6"
"Amos Lee","Shout Out Loud","1617","6"
"The Tellers","Second Category","1618","6"
"Gary Jules","Falling Awake","1619","6"
"Amos Lee","Long Line Of Pain","1620","6"
"Justin Timberlake","Losing My Way","1621","6"
"The Killers","Bones","1622","6"
"The Killers","Read My Mind","1623","6"
"Colbie Caillat","Battle","1624","6"
"Travis Matte","Jenny, Jenny","1625","6"
"Basia Bulat","I Was a Daughter","1626","6"
"Pull Tiger Tail","Let's Lightning","1627","6"
"Guitars & Gangsters","Ben Folds - Bitches Ain't Shit","1628","6"
"Metro Station","Control","1629","6"
"Architecture in Helsinki","Nothing's Wrong","1630","6"
"Panic! at the Disco","Hurricane","1631","6"
"Little Man Tate","Boy In The Anorak","1632","6"
"The Cribs","Moving Pictures","1633","6"
"Katy Perry","One of the Boys","1634","6"
"Rihanna","Breakin' Dishes","1635","6"
"Josh Ritter","Right Moves","1636","6"
"Paramore","Sunday Bloody Sunday","1637","6"
"Flobots","Stand Up","1638","6"
"Owl City","Captains and Cruise Ships","1639","6"
"Owl City","Designer Skyline","1640","6"
"Caravan Palace","Dragons","1641","6"
"Sons and Daughters","Gilt Complex","1642","6"
"Hard-Fi","Toxic","1643","6"
"Lily Allen","Don't Get Me Wrong","1644","6"
"Reba McEntire","Cathy's Clown (1989 McCallum Theatre)","1645","6"
"Loquat","Sit Sideways","1646","6"
"Loquat","Who can even Remember","1647","6"
"Caravan Palace","La Caravane","1648","6"
"Reba McEntire","One Promise Too Late (1989 McCallum Theatre)","1649","6"
"Nizlopi","Feel Inside","1650","6"
"Delerium","Angelicus (Morgan Page Remix Edit)","1651","6"
"Death Cab for Cutie","Long Division","1652","6"
"Owl City","The Technicolor Phase","1653","6"
"Travis Matte and the Zydeco Kingpins","Kapalan Mix","1654","6"
"Lily Allen","I Could Say","1655","6"
"Shontelle","T-Shirt","1656","6"
"Glasvegas","Polmont On My Mind","1657","6"
"Glasvegas","Ice Cream Van","1658","6"
"La Roux","Bulletproof","1659","6"
"The Harvard Opportunes","Here (In Your Arms)","1660","6"
"Kings of Leon","Revelry","1661","6"
"Snow Patrol","If There's a Rocket Tie Me To It","1662","6"
"The Killers","A Dustland Fairytale","1663","6"
"Noisettes","Saturday Night","1664","6"
"The Killers","Joy Ride","1665","6"
"P!nk","I Don't Believe You","1666","6"
"Stead","Flaming Red Horizon","1667","6"
"Andrew Duhon","I Miss My Home","1668","6"
"Blue October","Should Be Loved","1669","6"
"Blue October","Blue Does","1670","6"
"Joshua Radin feat. Maria Taylor","When You Find Me","1671","6"
"Rhythms Del Mundo feat. Keane","Under Pressure","1672","6"
"PVT","I May Be Gone For Some Time","1673","6"
"PVT","Helps None But Hurts None","1674","6"
"Infant Sorrow","Going Up","1675","6"
"Infant Sorrow","Furry Walls","1676","6"
"Eminem","Love The Way You Lie","1677","6"
"Capital Cities","Safe and Sound","1678","6"
"The Vaccines","Wreckin' Bar (Ra Ra Ra)","1679","6"
"Adele","Someone Like You","1680","6"
"Gotye","Smoke and Mirrors","1681","6"
"Panic! at the Disco","Let's Kill Tonight","1682","6"
"The Clef Hangers","Don't Stop Believin'","1683","6"
"Eli Young Band","Say Goodnight","1684","6"
"Jali","Des Ailes","1685","6"
"Biffy Clyro","Umbrella - BBC Radio 1 Live Version","1686","6"
"Alabama Shakes","Hold On","1687","6"
"fun.","We Are Young (feat. Janelle Monee)","1688","6"
"The Dykeenies","No More Apologies","1689","6"
"Pond","You Broke My Cool","1690","6"
"Karima Francis","Forgiven","1691","6"
"The Wanted","Chasing the Sun","1692","6"
"Kanye West","Mercy - Edited Version","1693","6"
"Florida Georgia Line","Get Your Shine On","1694","6"
"Owl City","Good Time","1695","6"
"Macklemore & Ryan Lewis","Same Love (feat. Mary Lambert)","1696","6"
"Pantless Knights","The New Dork (Parody of Empire State of Mind)","1697","6"
"Barber, Matthew","Somebody Sometime","1698","6"
"Darius Rucker","True Believers","1699","6"
"Flume","Sleepless (feat. Jezzabell Doran)","1700","6"
"Sam Smith","Leave Your Lover","1701","6"
"Jeff Beal","Claire's Secret","1702","6"
"Sir Sly","Helpless / Bloodlines Pt. II","1703","6"
"Wax Poetic","Angels","1704","5"
"Eminem","Criminal","1705","5"
"Filter","Take a Picture","1706","5"
"Guns N' Roses","Welcome to the Jungle","1707","5"
"Eminem","My Name Is","1708","5"
"Queen","The Miracle","1709","5"
"Tori Amos","Crucify","1710","5"
"Tori Amos","Winter","1711","5"
"Tori Amos","China","1712","5"
"Eminem","Paul (Skit)","1713","5"
"Tori Amos","God","1714","5"
"Tori Amos","Carbon","1715","5"
"John Mayer","Your Body Is a Wonderland","1716","5"
"Poison","Unskinny Bop","1717","5"
"Aimee Mann","You Do","1718","5"
"Poison","Talk Dirty to Me","1719","5"
"Tori Amos","Cloud On My Tongue","1720","5"
"Michael Jackson","You Are Not Alone","1721","5"
"Aimee Mann","Ghost World","1722","5"
"Tori Amos","Pancake","1723","5"
"Esthero","Indigo Boy","1724","5"
"Aimee Mann","Red Vines","1725","5"
"Madonna","Justify My Love","1726","5"
"Ani DiFranco","Jukebox","1727","5"
"Ani DiFranco","Napoleon","1728","5"
"Ani DiFranco","Dilate","1729","5"
"Ani DiFranco","Up Up Up Up Up Up","1730","5"
"Ani DiFranco","Gravel","1731","5"
"Ani DiFranco","I'm No Heroine","1732","5"
"Tori Amos","Wednesday","1733","5"
"Me First and the Gimme Gimmes","Nothing Compares 2 U","1734","5"
"Tori Amos","Liquid Diamonds","1735","5"
"Tori Amos","Playboy Mommy","1736","5"
"Justin Timberlake","Rock Your Body","1737","5"
"Lemon Jelly","Nice Weather For Ducks","1738","5"
"Tori Amos","Smells Like Teen Spirit","1739","5"
"Tori Amos","Hotel","1740","5"
"Azure Ray","Rise","1741","5"
"Evanescence","Going Under","1742","5"
"Britney Spears","Lucky","1743","5"
"Poison","Stand","1744","5"
"Poison","Look What The Cat Dragged In","1745","5"
"Poison","I Want Action","1746","5"
"Poison","So Tell me Why","1747","5"
"Geto Boys","Damn It Feels Good To Be A Gangsta","1748","5"
"Bonobo","Kota","1749","5"
"Metric","Torture Me","1750","5"
"Kings of Leon","Molly's Chambers","1751","5"
"Diana Ross","I'm Coming Out","1752","5"
"Bonobo","Flutter","1753","5"
"Quad City DJ's","Come on Ride the Train","1754","5"
"Shawn Colvin","You and the Mona Lisa","1755","5"
"Josh Ritter","Harrisburg","1756","5"
"Cinderella","Coming Home","1757","5"
"Shawn Colvin","I Don't Know Why","1758","5"
"Whitney Houston","I Have Nothing","1759","5"
"P!nk","Family Portrait","1760","5"
"Benny Benassi","I Love My Sex","1761","5"
"Tracy Chapman","O Holy Night","1762","5"
"Yellowcard","Only One","1763","5"
"Me First and the Gimme Gimmes","I'll Be There","1764","5"
"Dashboard Confessional","Carry This Picture","1765","5"
"Dashboard Confessional","Bend and Not Break","1766","5"
"The Postal Service","Sleeping In","1767","5"
"The Postal Service","Nothing Better","1768","5"
"The Postal Service","Recycled Air","1769","5"
"Eminem","We as Americans","1770","5"
"John Mayer","Daughters","1771","5"
"Default","All She Wrote","1772","5"
"Amy Winehouse","October Song","1773","5"
"Rachael Yamagata","Collide","1774","5"
"The Starting Line","I'm Real (Jennifer Lopez)","1775","5"
"The Killers","Smile Like You Mean It","1776","5"
"Christina Aguilera","Dirrty","1777","5"
"Eminem","Love You More","1778","5"
"N.W.A","Automobile","1779","5"
"Student Rick","Heaven Is A Place On Earth (Belinda Carlisle)","1780","5"
"Randy Travis","Diggin' Up Bones","1781","5"
"Randy Travis","Too Gone Too Long","1782","5"
"Knockout","Survivor (Destiny's Child)","1783","5"
"Keepsake","The Way You Love Me (Faith Hill)","1784","5"
"Thrice","Send Me An Angel (Real Life)","1785","5"
"Ben Harper & The Innocent Criminals","The Drugs Don't Work","1786","5"
"Joe Purdy","Isn't Love","1787","5"
"Clint Black","Burn One Down","1788","5"
"Jose Gonzalez","Heartbeats","1789","5"
"Rachael Yamagata","Under My Skin","1790","5"
"Ani DiFranco","God's Country","1791","5"
"Randy Travis","Better Class of Losers","1792","5"
"Missy Elliott","Pass the Dutch","1793","5"
"Reba McEntire","One Promise Too Late","1794","5"
"*NSYNC","Bringin' Da Noise","1795","5"
"George Strait","It Ain't Cool To Be Crazy About You","1796","5"
"Celine Dion","The Colour of My Love","1797","5"
"Celine Dion","No Living Without Loving You","1798","5"
"Celine Dion","Lovin' Proof","1799","5"
"Vince Gill","I Still Believe In You","1800","5"
"Amos Lee","Colors","1801","5"
"The Killers","Why Don't You Find Out For Yourself (Morrissey Cover)","1802","5"
"George Strait","You're Something Special To Me","1803","5"
"Clay Walker","My Heart Will Never Know","1804","5"
"Bebel Gilberto","Cada Beijo","1805","5"
"Jamelia","Numb","1806","5"
"Rachael Yamagata","Letter Read","1807","5"
"The Killers","Glamorous Indie Rock & Roll","1808","5"
"Rachael Yamagata","Paper Doll","1809","5"
"Rachael Yamagata","1963","1810","5"
"Rachael Yamagata","Meet Me By The Water","1811","5"
"George Strait","Am I Blue","1812","5"
"The Innocence Mission","It Is Well With My Soul","1813","5"
"Aaron Tippin","There Ain't Nothin' Wrong with the Radio","1814","5"
"Youth Group","Lillian Lies","1815","5"
"Youth Group","The Frankston Line","1816","5"
"Damien Rice","Lonelily [Original Demo]","1817","5"
"Thirteen Senses","Into The Fire","1818","5"
"The Killers","Why Don't You Find Out for Yourself","1819","5"
"Nostalgia 77","Seven Nation Army","1820","5"
"Nicola Conte","The In Between","1821","5"
"Nicola Conte","Several Shades of Dawn","1822","5"
"Mark Chesnutt","Your Love Is A Miracle","1823","5"
"Ray LaMontagne","Narrow Escape","1824","5"
"Nicola Conte","Aphrodite's Dream","1825","5"
